# File: Vestas Climate Library time series data
# Disclaimer: Please be aware that the climate data provided here is derived from numerical models, which have inherent uncertainties and limitations. 
#             The data should be used with caution, considering the model's resolution, potential biases, and uncertainties. 
#             Expert consultation, thorough validation, and an understanding of the data's quality are essential for responsible use and decision-making. 
#             Vestas does not assume any responsibilities for the values contained in the VCL data and any calculations or assumptions that may be derived from them.
# License: Vestas Wind Systems A/S
#
# Created: 2024-02-01 09:53:03
# Location (WGS84):
# Start date: 2022-05-01 00:00:00
# End Date: 2022-05-05 23:00:00
# Number of points in file: 503
#
timestamp,xlat,xlong,dx,t2,wsp_50.0,wsp_150.0,wdir_50.0,wdir_150.0
2022-05-05 04:00:00,26.092388,-81.830750,3000,299.12,2.685409,2.818827,198.1667,207.3413
2022-05-05 05:00:00,26.092388,-81.830750,3000,299.20,0.388117,1.093832,192.3646,204.5167
2022-05-05 06:00:00,26.092388,-81.830750,3000,298.02,3.299006,1.137605,88.7315,105.0674
2022-05-05 07:00:00,26.092388,-81.830750,3000,297.56,4.122109,3.330953,120.9603,136.6560
2022-05-05 08:00:00,26.092388,-81.830750,3000,297.60,3.876852,4.322207,131.6578,143.4531
2022-05-05 09:00:00,26.092388,-81.830750,3000,297.84,3.237317,4.322503,147.6422,162.0078
2022-05-05 10:00:00,26.092388,-81.830750,3000,297.55,4.771156,5.819929,134.0394,152.9247
2022-05-05 11:00:00,26.092388,-81.830750,3000,297.19,4.370789,4.887379,122.0020,152.4644
2022-05-05 12:00:00,26.092388,-81.830750,3000,297.79,3.708309,4.852812,111.9492,138.4005
2022-05-05 13:00:00,26.092388,-81.830750,3000,298.89,3.872600,4.767806,154.9309,158.7149
2022-05-05 14:00:00,26.092388,-81.830750,3000,299.25,3.538956,3.608326,191.4582,182.5230
2022-05-05 15:00:00,26.092388,-81.830750,3000,299.24,4.691260,5.187924,212.7063,200.4845
2022-05-05 16:00:00,26.092388,-81.830750,3000,299.21,5.588380,5.991619,211.5966,210.4323
2022-05-05 17:00:00,26.092388,-81.830750,3000,299.13,5.695416,5.863926,214.7603,220.3864
2022-05-05 18:00:00,26.092388,-81.830750,3000,299.21,4.866939,5.350467,253.9212,247.2735
2022-05-05 19:00:00,26.092388,-81.830750,3000,299.18,5.431201,5.981458,248.6013,244.5959
2022-05-05 20:00:00,26.092388,-81.830750,3000,299.22,4.938455,5.820318,251.0500,242.5683
2022-05-05 21:00:00,26.092388,-81.830750,3000,299.17,5.443792,6.147853,253.8485,247.1688
2022-05-05 22:00:00,26.092388,-81.830750,3000,299.17,5.504594,6.090075,247.9146,242.2015
2022-05-05 23:00:00,26.092388,-81.830750,3000,299.23,3.918429,4.830562,240.5198,231.5565
2022-05-01 00:00:00,26.093166,-80.162140,3000,297.47,3.330982,3.870971,98.9671,98.8702
2022-05-01 01:00:00,26.093166,-80.162140,3000,296.87,4.635785,5.556180,81.9060,81.6923
2022-05-01 02:00:00,26.093166,-80.162140,3000,296.98,4.408215,5.554558,94.4112,95.1767
2022-05-01 03:00:00,26.093166,-80.162140,3000,297.21,5.287627,6.747704,99.2207,99.3910
2022-05-01 04:00:00,26.093166,-80.162140,3000,297.71,6.588268,7.857186,108.1929,107.9150
2022-05-01 05:00:00,26.093166,-80.162140,3000,297.52,5.646854,7.408812,110.0805,110.8739
2022-05-01 06:00:00,26.093166,-80.162140,3000,297.45,5.781845,7.545367,113.1963,114.1791
2022-05-01 07:00:00,26.093166,-80.162140,3000,297.55,5.697389,7.087900,114.4881,114.7922
